title,runtime,release_year
Lights in the Dusk,78.0,2006
Gleaming the Cube,109.0,1989
The Fountain,96.0,2006
Me and You and Everyone We Know,90.0,2005
Superstar: The Karen Carpenter Story,43.0,1988
Out of Sight,123.0,1998
Y Tu Mamá También,106.0,2001
Born into Brothels,85.0,2004
The Cave of the Yellow Dog,93.0,2005
Nostalgia,120.0,1983
Mirror,106.0,1975
Stalker,163.0,1979
The Pursuit of Happyness,117.0,2006
Duel at Diablo,103.0,1966
Ae Fond Kiss...,104.0,2004
Greed,140.0,1924
City Slickers,112.0,1991
La Vie en Rose,140.0,2007
Cutthroat Island,119.0,1995
Dark Star,83.0,1974
The Rapture,100.0,1991
"Sex, Lies, and Videotape",100.0,1989
M. Butterfly,101.0,1993
Lovers of the Arctic Circle,112.0,1998
Party Monster,98.0,2003
The Coast Guard,96.0,2002
Pan's Labyrinth,118.0,2006
Take My Eyes,109.0,2003
Vollidiot,102.0,2007
Breakfast on Pluto,128.0,2005
The Man Who Loved Women,119.0,1977
The Departed,151.0,2006
Perfume: The Story of a Murderer,147.0,2006
Once Upon a Time in Mexico,102.0,2003
25th Hour,135.0,2002
Bowling for Columbine,120.0,2002
The Devil's Backbone,106.0,2001
Tarnation,91.0,2003
Anna and the King,148.0,1999
Little Children,136.0,2006
The Contract,96.0,2006
The Virgin Suicides,97.0,1999
Junebug,106.0,2005
The Wisdom of Crocodiles,98.0,1998
Blood: The Last Vampire,91.0,2009
Superman Returns,154.0,2006
"Clean, Shaven",79.0,1993
Touch of Evil,95.0,1958
Metal Skin,115.0,1994
Laws of Gravity,100.0,1992
Begotten,78.0,1990
The Deathmaker,110.0,1995
Get Carter,112.0,1971
Hellboy,122.0,2004
Mongolian Ping Pong,102.0,2005
The Illusionist,110.0,2006
1492: Conquest of Paradise,154.0,1992
Miss Congeniality,111.0,2000
Curse of the Golden Flower,114.0,2006
Kingdom of Heaven,144.0,2005
Cool as Ice,91.0,1991
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,88.0,1991
Teenage Mutant Ninja Turtles,93.0,1990
Teenage Mutant Ninja Turtles III,96.0,1993
The Last King of Scotland,121.0,2006
Pathfinder,99.0,2007
Spy Game,126.0,2001
Changing Lanes,89.0,2002
Collateral,120.0,2004
Keine Lieder über Liebe,98.0,2005
Heading South,108.0,2005
Thelma & Louise,130.0,1991
Office Space,89.0,1999
Emma's Bliss,103.0,2006
Imagine Me & You,93.0,2005
Thumbsucker,96.0,2005
The Lost Boys,97.0,1987
Ghost World,111.0,2001
Games of Love and Chance,124.0,2003
Pieces of April,81.0,2003
Flatliners,115.0,1990
Parenthood,124.0,1989
The Beat That My Heart Skipped,107.0,2005
Down by Law,107.0,1986
The Spanish Apartment,122.0,2002
Funeral Parade of Roses,104.0,1969
23,99.0,1998
Sweet Movie,99.0,1974
Singapore Sling,115.0,1990
Mouchette,81.0,1967
28 Weeks Later,100.0,2007
Sunless,100.0,1983
The Bridge,103.0,1959
I Stand Alone,93.0,1998
Carne,38.0,1991
Live Free or Die Hard,128.0,2007
Die Hard: With a Vengeance,128.0,1995
Die Hard 2,124.0,1990
Chicago,113.0,2002
Resident Evil,100.0,2002
Resident Evil: Apocalypse,94.0,2004
Raging Bull,129.0,1980
Apocalypto,139.0,2006
Rope,80.0,1948
The Holiday,136.0,2006
Lammbock,93.0,2001
School of Rock,108.0,2003
It's a Wonderful Life,130.0,1946
Secret Window,96.0,2004
What's Eating Gilbert Grape,118.0,1993
Bring It On,98.0,2000
The Boys from County Clare,91.0,2003
Copying Beethoven,104.0,2006
Nowhere in Africa,140.0,2001
Primal Fear,129.0,1996
Night at the Museum,108.0,2006
A Shot in the Dark,102.0,1964
Land of Plenty,123.0,2004
Population 436,88.0,2006
Meet the Parents,108.0,2000
Cape Fear,128.0,1991
I Heart Huckabees,106.0,2004
The Double Life of Veronique,97.0,1991
A Bronx Tale,121.0,1993
When Saturday Comes,95.0,1996
There's Only One Jimmy Grimble,106.0,2000
Fever Pitch,102.0,1997
The Miracle of Bern,118.0,2003
The 51st State,93.0,2001
Erkan & Stefan 2,80.0,2002
Erkan & Stefan 3,97.0,2005
Still Crazy,92.0,1998
The Way of the Gun,119.0,2000
Hitman,89.0,2007
Trading Places,116.0,1983
Lemming,130.0,2005
Brubaker,125.0,1980
Liar Liar,86.0,1997
Vivre Sa Vie,85.0,1962
The Wild Child,83.0,1970
Jules and Jim,105.0,1962
La Chinoise,96.0,1967
The People vs. Larry Flynt,129.0,1996
A Real Young Girl,93.0,1976
Mississippi Burning,128.0,1988
Fried Green Tomatoes,130.0,1991
Free Willy,112.0,1993
The Island,136.0,2005
Bedazzled,93.0,2000
Speed,116.0,1994
Speed 2: Cruise Control,121.0,1997
Crash,112.0,2004
Forces of Nature,105.0,1999
The Net,114.0,1995
Last Tango in Paris,129.0,1972
The Vanishing,109.0,1993
A Time to Kill,149.0,1996
Freedom Writers,123.0,2007
The Recruit,115.0,2003
Bill & Ted's Excellent Adventure,90.0,1989
Bill & Ted's Bogus Journey,98.0,1991
Mississippi Mermaid,123.0,1969
00 Schneider - Jagd auf Nihil Baxter,92.0,1994
The Motorcycle Diaries,126.0,2004
The Dirty Dozen,150.0,1967
Praxis Dr. Hasenbein,97.0,1997
The Legend of Zorro,129.0,2005
Texas - Doc Snyder hält die Welt in Atem,89.0,1993
Small Change,104.0,1976
Gigantics,80.0,1999
State of Grace,134.0,1990
Last Days,96.0,2005
The Bridge,93.0,2006
March of the Penguins,80.0,2005
The Hunt for Red October,134.0,1990
The Professional,108.0,1981
Comanche Station,73.0,1960
Day for Night,115.0,1973
Will Penny,110.0,1967
Ray,152.0,2004
Godzilla,96.0,1954
Godzilla Raids Again,82.0,1955
King Kong vs. Godzilla,98.0,1962
Mothra vs. Godzilla,89.0,1964
The Reaping,99.0,2007
Beneath the Planet of the Apes,95.0,1970
Chelsea Girls,210.0,1966
Escape from the Planet of the Apes,98.0,1971
Conquest of the Planet of the Apes,88.0,1972
Little Buddha,140.0,1993
Hostel,94.0,2005
Hostel: Part II,93.0,2007
Re-Animator,86.0,1985
The Devil's Rejects,107.0,2005
Grave Decisions,105.0,2006
Anatomy,103.0,2000
Misery,107.0,1990
Con Air,115.0,1997
Death Machine,117.0,1994
Battle for the Planet of the Apes,93.0,1973
Copycat,124.0,1995
Giant,201.0,1956
Jungle Fever,132.0,1991
Fahrenheit 451,112.0,1966
The Cider House Rules,126.0,1999
The Last Metro,131.0,1980
All the King's Men,125.0,2006
Santa Fe Trail,110.0,1940
The Soft Skin,119.0,1964
Noi the Albino,90.0,2003
All the Way Boys,106.0,1972
Captain Corelli's Mandolin,131.0,2001
The Front,95.0,1976
The Incredible Hulk,114.0,2008
West Side Story,152.0,1961
Iron Man,126.0,2008
Bird on a Wire,110.0,1990
The Forbidden Kingdom,104.0,2008
INLAND EMPIRE,180.0,2006
Helen,120.0,2009
The Prisoner of Zenda,108.0,1979
The Mummy Returns,130.0,2001
The Mummy: Tomb of the Dragon Emperor,112.0,2008
Shoppen,91.0,2007
Next,96.0,2007
Michael Collins,132.0,1996
Captain America: The First Avenger,124.0,2011
City of Hope,129.0,1991
American Madness,73.0,1932
The Big One,91.0,1997
Canadian Bacon,91.0,1995
Jesus Camp,87.0,2006
Fahrenheit 9/11,122.0,2004
The Backyard,80.0,2002
Roger & Me,91.0,1989
An Inconvenient Truth,100.0,2006
Afterwards,107.0,2008
To End All Wars,108.0,2001
May Fools,107.0,1990
Au Revoir les Enfants,104.0,1987
Les Biches,100.0,1968
Footloose,107.0,1984
The Gazebo,100.0,1959
Heaven with a Gun,98.0,1969
The Piano Teacher,131.0,2001
Stuck on You,118.0,2003
Max Dugan Returns,98.0,1983
La Cérémonie,111.0,1995
Angel,89.0,1984
Elephant,81.0,2003
Velvet Goldmine,119.0,1998
The Rules of Attraction,110.0,2002
Viva Zapata!,113.0,1952
Nowhere,82.0,1997
Trick,89.0,1999
The Devil's Advocate,144.0,1997
The Big Sleep,100.0,1978
A Chorus Line,113.0,1985
Phone Booth,81.0,2002
Shoot the Piano Player,82.0,1960
"You, Me and Dupree",108.0,2006
50 First Dates,99.0,2004
Over the Top,93.0,1987
Russian Dolls,129.0,2005
The Story of Adele H,97.0,1975
Lord of War,122.0,2005
The Next Best Thing,108.0,2000
Dogma,130.0,1999
Rent,135.0,2005
"Murder, My Sweet",95.0,1944
"Farewell, My Lovely",95.0,1975
In My Skin,93.0,2002
The Secret,107.0,2000
We Shall Overcome,105.0,2006
The Brasher Doubloon,72.0,1947
Lady in the Lake,105.0,1947
The Legend of Boggy Creek,90.0,1972
Dig!,107.0,2004
Entrapment,112.0,1999
2 Days in Paris,96.0,2007
Marlowe,95.0,1969
The Long Goodbye,113.0,1973
Poodle Springs,92.0,1998
Nine Hours to Rama,119.0,1963
Man on the Moon,118.0,1999
World Trade Center,128.0,2006
In the Realms of the Unreal,81.0,2004
The Transformers: The Movie,84.0,1986
Transformers,144.0,2007
Ninotchka,110.0,1939
Sunflower,109.0,1970
Pirates of the Caribbean: On Stranger Tides,136.0,2011
Fantomas Unleashed,105.0,1965
Fantomas,99.0,1964
Rise: Blood Hunter,97.0,2007
Beyond Rangoon,100.0,1995
Goodbye Bafana,140.0,2007
Fantomas vs. Scotland Yard,104.0,1967
Doctor Mordrid,72.0,1992
Fear and Loathing in Las Vegas,118.0,1998
Guess Who's Coming to Dinner,108.0,1967
Red Dawn,114.0,1984
The Men,85.0,1950
Malcolm X,202.0,1992
The Ewok Adventure,96.0,1985
The Karate Kid,126.0,1984
Marie Antoinette,123.0,2006
The Fortune Cookie,125.0,1966
Children of a Lesser God,119.0,1986
The Empire Strikes Back,124.0,1980
Return of the Jedi,135.0,1983
Star Wars: Episode I - The Phantom Menace,136.0,1999
Star Wars: Episode II - Attack of the Clones,142.0,2002
Star Wars: Episode III - Revenge of the Sith,140.0,2005
Salvador (Puig Antich),137.0,2006
The Chinese Botanist's Daughters,95.0,2006
Traffic,147.0,2000
In Good Company,109.0,2004
Open Your Eyes,117.0,1997
Vanilla Sky,136.0,2001
Memoirs of a Geisha,145.0,2005
Solo Sunny,100.0,1980
The Beach,119.0,2000
Inherit the Wind,128.0,1960
Don Juan DeMarco,97.0,1994
The 13th Warrior,102.0,1999
Reclaim Your Brain,129.0,2007
The Sea Inside,125.0,2004
FC Venus,95.0,2006
"Manta, Manta",91.0,1991
Who Killed Bambi?,126.0,2003
Or (My Treasure),95.0,2004
Away from Her,110.0,2006
Crime of Passion,83.0,1957
Sweet November,119.0,2001
Irina Palm,103.0,2007
Twin Peaks: Fire Walk with Me,134.0,1992
Superman,143.0,1978
11'09''01 - September 11,135.0,2002
Hulk,138.0,2003
The Amazing Spider-Man,136.0,2012
Stomp the Yard,114.0,2007
The Others,101.0,2001
Shakespeare in Love,122.0,1998
River of No Return,91.0,1954
Bonjour Tristesse,94.0,1958
Angel Face,92.0,1952
Laura,88.0,1944
Porgy and Bess,138.0,1959
Exodus,208.0,1960
Bunny Lake Is Missing,107.0,1965
The Door in the Floor,111.0,2004
Nell,112.0,1994
eXistenZ,97.0,1999
An Unfinished Life,108.0,2005
Crank,88.0,2006
Zodiac,157.0,2007
Lucky You,124.0,2007
Manderlay,139.0,2005
The Butterfly Effect,113.0,2004
The Elephant Man,124.0,1980
Gerry,103.0,2002
Enough,114.0,2002
8 Women,111.0,2002
Swept from the Sea,113.0,1998
My Name Is Bruce,86.0,2007
The Bow,89.0,2005
A Friend of Mine,84.0,2006
A Perfect Murder,107.0,1998
Alexander,175.0,2004
Ask the Dust,117.0,2006
Fools Rush In,109.0,1997
Bandidas,93.0,2006
The Grudge,92.0,2004
The Grudge 2,102.0,2006
Jezebel,103.0,1938
The Grudge 3,90.0,2009
Stage Fright,110.0,1950
Fantastic 4: Rise of the Silver Surfer,92.0,2007
1984,90.0,1956
The Constant Gardener,129.0,2005
Live and Become,140.0,2005
Benny's Video,105.0,1993
A Mighty Heart,100.0,2007
My Blueberry Nights,111.0,2007
Paranoid Park,85.0,2007
Death Proof,113.0,2007
Planet Terror,105.0,2007
Golden Door,118.0,2006
The Most Dangerous Game,63.0,1932
Lara Croft: Tomb Raider,100.0,2001
Lara Croft Tomb Raider: The Cradle of Life,117.0,2003
Two Brothers,109.0,2004
Holy Lola,130.0,2004
In the Bedroom,130.0,2001
Aguirre: The Wrath of God,93.0,1972
We Own the Night,117.0,2007
The Last Mistress,104.0,2007
Anatomy of Hell,88.0,2004
Kebab Connection,96.0,2004
Sister Act,100.0,1992
"Bell, Book and Candle",106.0,1958
Lorenzo's Oil,135.0,1992
The Promise,98.0,2005
"4 Months, 3 Weeks and 2 Days",113.0,2007
The Mourning Forest,97.0,2007
Persepolis,95.0,2007
Silent Light,142.0,2007
The Diving Bell and the Butterfly,112.0,2007
The Edge of Heaven,122.0,2007
Secret Sunshine,142.0,2007
Days of Glory,128.0,2006
No Good Deed,97.0,2002
The Wedding Planner,103.0,2001
Hard Target,97.0,1993
The Bachelor,101.0,1999
Jack & Sarah,110.0,1995
Mr. Deeds,96.0,2002
Hidalgo,136.0,2004
The Patriot,165.0,2000
Hostage,113.0,2005
Say Anything...,100.0,1989
Tanguy,108.0,2001
Infinity,119.0,1996
Training Day,122.0,2001
Iron Eagle III,98.0,1992
Moonstruck,102.0,1987
Savior,99.0,1998
Along Came a Spider,104.0,2001
The Lake House,99.0,2006
Unforgettable,106.0,1996
The Gift,111.0,2000
The Real McCoy,100.0,1993
"I, Robot",115.0,2004
How to Cook Your Life,93.0,2007
Mr. Holland's Opus,137.0,1995
Open Range,139.0,2003
The Station Agent,88.0,2003
Original Sin,118.0,2001
Addicted to Love,100.0,1997
National Treasure,131.0,2004
Pusher,105.0,1996
Ratatouille,111.0,2007
While You Were Sleeping,103.0,1995
Mission to Mars,114.0,2000
The Whole Nine Yards,98.0,2000
Shattered,98.0,1991
Cyberjack,99.0,1995
Flirting with Disaster,92.0,1996
Prizzi's Honor,124.0,1985
The Rink,24.0,1916
The Pawnshop,32.0,1916
The Count,34.0,1916
X-Men Origins: Wolverine,107.0,2009
Halloween,109.0,2007
Birthday Girl,93.0,2001
Romeo Must Die,115.0,2000
Nick of Time,90.0,1995
The Getaway,115.0,1994
Romeo Is Bleeding,100.0,1993
Cutaway,104.0,2000
The Badge,99.0,2002
Amsterdamned,105.0,1988
Roustabout,101.0,1964
Desert Saints,88.0,2002
"Gappa, the Triphibian Monster",90.0,1967
Viva Las Vegas,85.0,1964
Raw Deal,106.0,1986
The Last Castle,131.0,2001
Solar Crisis,112.0,1990
Solaris,99.0,2002
Requiem,98.0,2001
American Pie,95.0,1999
L.A. Story,95.0,1991
The Breakfast Club,97.0,1985
Rush Hour,98.0,1998
Wasabi,94.0,2001
Balzac and the Little Chinese Seamstress,116.0,2002
Payback,100.0,1999
Final Fantasy: The Spirits Within,106.0,2001
Light of Day,107.0,1987
Out of Time,105.0,2003
Sophie Scholl: The Final Days,117.0,2005
L.A. Confidential,138.0,1997
Days of Thunder,107.0,1990
The Whole Ten Yards,98.0,2004
"Me, Myself & Irene",116.0,2000
Color of Night,121.0,1994
Wedlock,101.0,1991
Totally Blonde,94.0,2001
The Perfect Storm,130.0,2000
The Time Machine,103.0,1960
The Time Machine,96.0,2002
Cleopatra Jones and the Casino of Gold,94.0,1975
Kiss of the Dragon,98.0,2001
James Dean,90.0,2001
Cop Land,104.0,1997
Carla's Song,125.0,1996
One Night at McCool's,93.0,2001
The Cotton Club,127.0,1984
Body of Evidence,101.0,1993
Man with the Screaming Brain,90.0,2005
Dixie Chicks: Shut Up and Sing,93.0,2006
The Driver,91.0,1978
The Dark Side of The Moon,96.0,1990
Reindeer Games,124.0,2000
Lost in Space,130.0,1998
Voyage to the Bottom of the Sea,105.0,1961
Fantastic Voyage,100.0,1966
Chill Factor,101.0,1999
Breakdown,95.0,1997
Stargate,121.0,1994
Liberty Stands Still,96.0,2002
The Revengers' Comedies,86.0,1998
2:37,91.0,2006
Manta - Der Film,90.0,1991
Wet Hot American Summer,97.0,2001
Pathfinder,86.0,1987
The Glass House,106.0,2001
Tenacious D in The Pick of Destiny,93.0,2006
Heartbreak Hotel,101.0,2006
Attack of the Killer Tomatoes!,87.0,1978
Big Trouble,85.0,2002
Within the Woods,32.0,1978
Tomboy,91.0,1985
Stranded,95.0,2001
Temple of the White Elephant,85.0,1964
My Tutor,97.0,1983
Beste Zeit,95.0,2008
Death at a Funeral,90.0,2007
Sounds of Sand,96.0,2007
My Mom's a Werewolf,90.0,1989
Jacob the Liar,100.0,1974
Lassie Come Home,88.0,1943
Alice in the Cities,110.0,1974
16 Blocks,105.0,2006
Earth Girls Are Easy,100.0,1988
Aimee & Jaguar,125.0,1999
Nightwatch,102.0,1997
The Legend of Paul and Paula,105.0,1973
Hallam Foe,95.0,2007
Sun Alley,101.0,1999
Malice,107.0,1993
Unfaithful,124.0,2002
Eastern Promises,100.0,2007
Valkyrie,121.0,2008
Chasing Amy,113.0,1997
The House of the Spirits,140.0,1993
Capturing the Friedmans,107.0,2003
Wattstax,98.0,1973
Veronika Voss,104.0,1982
Music Box,124.0,1989
Lola,113.0,1981
"Paris, je t'aime",120.0,2006
The Last Mimzy,94.0,2007
The Golden Compass,113.0,2007
Day Watch,132.0,2006
Stardust,127.0,2007
The Seeker: The Dark Is Rising,94.0,2007
The General's Daughter,116.0,1999
Bicentennial Man,131.0,1999
Big,104.0,1988
À nos amours,102.0,1983
Mr. Magorium's Wonder Emporium,93.0,2007
Crusade in Jeans,125.0,2006
Rize,86.0,2005
Closer,104.0,2004
Cold Mountain,154.0,2003
Jakob the Liar,120.0,1999
Jacob's Ladder,113.0,1990
Clerks,92.0,1994
Mallrats,94.0,1995
Jay and Silent Bob Strike Back,104.0,2001
Clerks II,97.0,2006
Kafka,98.0,1991
Space Jam,88.0,1996
Avalon,126.0,1990
A Pyromaniac's Love Story,94.0,1995
Inkheart,106.0,2008
Beowulf,115.0,2007
In the Name of the King: A Dungeon Siege Tale,127.0,2007
Prime,102.0,2005
The Dust Factory,99.0,2004
Executive Decision,133.0,1996
Married to the Mob,104.0,1988
Sneakers,126.0,1992
Field of Dreams,107.0,1989
Local Color,107.0,2006
Leningrad,120.0,2009
Taxi,86.0,1998
Jesus,240.0,1999
Taxi 2,82.0,2000
Buddenbrooks,151.0,2008
Taxi 3,82.0,2003
Taxi 4,91.0,2007
Holy Matrimony,93.0,1994
Peas at 5:30,107.0,2004
Reign Over Me,124.0,2007
10 Items or Less,81.0,2006
Sicko,123.0,2007
Saving Grace,93.0,2000
Westworld,88.0,1973
Les Cousins,112.0,1959
Topaz,143.0,1969
Teheran '43,192.0,1980
The Bear,94.0,1988
Asterix at the Olympic Games,116.0,2008
Fallout,90.0,1998
The Greatest Story Ever Told,199.0,1965
The Young Girls of Rochefort,124.0,1967
Double Dragon,89.0,1994
The Country Girl,104.0,1954
Joint Security Area,110.0,2000
Cows,96.0,1992
The Final Cut,96.0,1996
The Red Squirrel,114.0,1993
The Nativity Story,101.0,2006
Harley Davidson and the Marlboro Man,98.0,1991
The Chronicles of Narnia: Prince Caspian,150.0,2008
Confidentially Yours,110.0,1983
Children of Paradise,191.0,1945
An Elephant Can Be Extremely Deceptive,105.0,1976
Earth,125.0,1996
Hibernatus,82.0,1969
Running Out of Time,93.0,1999
Tie Me Up! Tie Me Down!,111.0,1989
Belle Époque,109.0,1992
Eragon,104.0,2006
Lady Snowblood,97.0,1973
The Princess Bride,98.0,1987
The Bourne Identity,119.0,2002
The Bourne Supremacy,108.0,2004
The Bourne Ultimatum,115.0,2007
Our Mother's House,100.0,1967
Nobody Knows,141.0,2004
The Bible: In the Beginning...,174.0,1966
This Man Must Die,113.0,1969
Madame Bovary,136.0,1991
Spanglish,130.0,2004
Zazie dans le métro,89.0,1960
Joe Versus the Volcano,102.0,1990
Time to Leave,85.0,2005
The Aviator,170.0,2004
The Lovers,90.0,1958
The Tailor of Panama,109.0,2001
The Diary of Anne Frank,180.0,1959
Code 46,92.0,2003
"Brother Sun, Sister Moon",135.0,1972
Chaotic Ana,119.0,2007
The Fire Within,108.0,1963
Monsieur Batignole,100.0,2002
Born on the Fourth of July,145.0,1989
Short Circuit,98.0,1986
Maid to Order,93.0,1987
"Planes, Trains and Automobiles",93.0,1987
Shopgirl,104.0,2005
Only the Lonely,104.0,1991
Mr. Destiny,110.0,1990
Prelude to a Kiss,105.0,1992
Innerspace,120.0,1987
Uncle Buck,100.0,1989
The Great Outdoors,91.0,1988
Splash,111.0,1984
Armed and Dangerous,88.0,1986
Return to Me,115.0,2000
An Officer and a Gentleman,124.0,1982
Mr. Jones,114.0,1993
The Specialist,110.0,1994
The Mothman Prophecies,119.0,2002
Deconstructing Harry,96.0,1997
Heathers,102.0,1988
Two Weeks Notice,101.0,2002
Aces Go Places V: The Terracotta Hit,103.0,1989
The Game,129.0,1997
Hard Candy,103.0,2005
In the Mouth of Madness,95.0,1994
What Lies Beneath,130.0,2000
Pleasantville,124.0,1998
Batman,105.0,1966
House of 1000 Corpses,89.0,2003
Airplane II: The Sequel,85.0,1982
Dark City,100.0,1998
The Blair Witch Project,81.0,1999
Sleepy Hollow,105.0,1999
The Bounty,132.0,1984
Ringu,96.0,1998
Signs,106.0,2002
Memoirs of an Invisible Man,99.0,1992
Irma la Douce,135.0,1963
The Red Elvis,90.0,2007
Tuya's Marriage,96.0,2006
Evan Almighty,96.0,2007
Titanic,173.0,1996
Abraham,175.0,1994
Z,127.0,1969
The Other Side of the Bed,114.0,2002
Postal,100.0,2007
Indochine,148.0,1992
David,190.0,1997
Naked Lunch,115.0,1991
Journey to Italy,85.0,1954
15 Minutes,120.0,2001
24 Hour Party People,117.0,2002
40 Days and 40 Nights,94.0,2002
The Assault,124.0,1986
Abel,100.0,1986
About Schmidt,125.0,2002
The Abyss,139.0,1989
Adaptation.,114.0,2002
Addams Family Values,94.0,1993
"The Adventures of Priscilla, Queen of the Desert",104.0,1994
The Lodger: A Story of the London Fog,99.0,1927
Secret Agent,86.0,1936
Young and Innocent,83.0,1937
All Stars,115.0,1997
Les Amants du Pont-Neuf,125.0,1991
American Gigolo,117.0,1980
An American in Paris,113.0,1951
American Pie 2,108.0,2001
American Splendor,101.0,2003
Birdcage Inn,100.0,1998
Clifford,89.0,1994
The Curse of the Jade Scorpion,103.0,2001
Pierrot le Fou,110.0,1965
Pitch Black,108.0,2000
Reality Bites,99.0,1994
The Chronicles of Riddick,119.0,2004
The Chronicles of Riddick: Dark Fury,34.0,2004
Oscar,85.0,1967
Rumor Has It...,97.0,2005
Tears of the Black Tiger,110.0,2000
Violette,124.0,1978
Same Old Song,120.0,1997
My Boss's Daughter,83.0,2003
Identity,90.0,2003
A Very Long Engagement,133.0,2004
Claire's Knee,105.0,1970
A Good Marriage,97.0,1982
Hunting and Gathering,97.0,2007
And the Band Played On,140.0,1993
"André Hazes, Zij Gelooft in Mij",86.0,2000
An Angel at My Table,158.0,1990
Angel Baby,105.0,1995
The Lady and the Duke,129.0,2001
The Apostle,134.0,1997
Around the World in Eighty Days,167.0,1956
As Good as It Gets,139.0,1997
Asterix & Obelix: Mission Cleopatra,108.0,2002
The Astronaut's Wife,109.0,1999
The Addams Family,99.0,1991
In the Dust of the Stars,98.0,1976
The Last Drop,103.0,2005
The Butcher,90.0,1970
B. Monkey,94.0,1998
Backdraft,137.0,1991
The First Wives Club,102.0,1996
The Three Musketeers,105.0,1973
Moon 44,98.0,1990
Michael,105.0,1996
Frankenstein,13.0,1910
License to Wed,91.0,2007
The Impossible Voyage,20.0,1904
